"","StationID","CollDate","ChemUnits","ShortName_Revised","WaterbodyName","Latitude","Longitude","dec_coord_datum_cd","DrainageArea","ChemValue"
"137","06236100",2002-05-09,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.1908938
"138","06236100",2002-05-10,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.1908938
"139","06236100",2002-05-11,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.44574545
"140","06236100",2002-05-12,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,5.57841945
"141","06236100",2002-05-13,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,5.35188465
"142","06236100",2002-05-14,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.55901285
"143","06236100",2002-05-15,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.3607949
"144","06236100",2002-05-16,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.3607949
"145","06236100",2002-05-17,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.8704982
"146","06236100",2002-05-18,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.9271319
"147","06236100",2002-05-19,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.8704982
"148","06236100",2002-05-20,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,6.1164396
"149","06236100",2002-05-21,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,13.22396895
"150","06236100",2002-05-22,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,31.714872
"151","06236100",2002-05-23,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,19.7085276
"152","06236100",2002-05-24,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,15.0079305
"153","06236100",2002-05-25,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,13.2522858
"154","06236100",2002-05-26,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,11.893077
"155","06236100",2002-05-27,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,10.73208615
"156","06236100",2002-05-28,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,9.99584805
"157","06236100",2002-05-29,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,11.2134726
